expression,reading,meaning,tags,guid
ゆとり,ゆとり,여유,JLPT_1 JLPT,NS_6$;R>$L
ユニーク,ユニーク,독특한,JLPT_1 JLPT,E5Uv4)V5=f
ユニフォーム,ユニフォーム,"유니폼, 제복",JLPT_1 JLPT,n$7/R&Ww((
指差す,ゆびさす,손가락질하다,JLPT_1 JLPT,AE`Cr+k?sb
弓,ゆみ,활,JLPT_1 JLPT,mG05Jx(c4U
揺らぐ,ゆらぐ,"요동하다, 한들거리다",JLPT_1 JLPT,zGZf|<JX8y
緩む,ゆるむ,놀아나다,JLPT_1 JLPT,m#?_Dh<o@V
緩める,ゆるめる,늦추다,JLPT_1 JLPT,RfPhr}DF_M
緩やか,ゆるやか,완만함,JLPT_1 JLPT,"jM`-s,o~rY"
要因,よういん,요인,JLPT_1 JLPT,"PDhRFT[0+,"
溶液,ようえき,용액,JLPT_1 JLPT,"r|,.l+IJQ{"
用件,ようけん,"볼일, 용건",JLPT_1 JLPT,C-)X0ioICv
養護,ようご,양호,JLPT_1 JLPT,N|{MY>0Lab
用紙,ようし,용지,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,bG0P/-5o6f
様式,ようしき,"폼, 양식",JLPT_1 JLPT,xVY.ZL|vDW
要する,ようする,요하다,JLPT_1 JLPT,P^j;$V:Pev
要請,ようせい,요청,JLPT_1 JLPT,"Dy@,)<4%*N"
様相,ようそう,양상,JLPT_1 JLPT,jpni?rjeGN
用品,ようひん,용품,JLPT_1 JLPT,M7dV_3mZ.d
洋風,ようふう,양식,JLPT_1 JLPT,tBk{]R??>Z
用法,ようほう,용법,JLPT_1 JLPT,NFkcD+Ao.H
要望,ようぼう,요망,JLPT_1 JLPT,B{KHwh(BxM
余暇,よか,여가,JLPT_1 JLPT,u`/)9|k2cq
予感,よかん,예감,JLPT_1 JLPT,CdRj.vDXXz
余興,よきょう,여흥,JLPT_1 JLPT,se@{9}ijE~
預金,よきん,예금,JLPT_1 JLPT,AT=*3Iv8cw
欲,よく,욕심,JLPT_1 JLPT,wL1+)L#<Om
抑圧,よくあつ,억압,JLPT_1 JLPT,b!*U/^@Y/m
浴室,よくしつ,욕실,JLPT_1 JLPT,H)~?~hPVN<
抑制,よくせい,억제,JLPT_1 JLPT,H)Ghd^1QF6
欲深い,よくふかい,욕심(이) 사납다,JLPT_1 JLPT,e?a3SOn$}u
欲望,よくぼう,욕망,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o.og0WiUHF
避ける,よける,피하다,JLPT_1 JLPT,w}V+UOhCI~
予言,よげん,예언,JLPT_1 JLPT,H_Z4P-@?E;
横綱,よこづな,요코즈나(스모 최고위),JLPT_1 JLPT,P#D)i6dV;s
汚れ,よごれ,때,JLPT_1 JLPT,"jq?[h<.nx,"
よし (かん),よし (かん),좋아!,JLPT_1 JLPT,u5UVAmt|+p
良し,よし,좋아!,JLPT_1 JLPT,ze3SZ]}-(^
善し悪し,よしあし,"좋고 나쁨, 장단점",JLPT_1 JLPT,ub0?2]DZCo
余所見,よそみ,곁눈질,JLPT_1 JLPT,rQWf8.vXBd
余地,よち,여지,JLPT_1 JLPT,cFUuXOAAN@
よって (よりどころ),よって (よりどころ),"따라서, 그러므로",JLPT_1 JLPT,Jty=:!ShWn
与党,よとう,집권당,JLPT_1 JLPT,Pjs4V/6-Tk
呼び止める,よびとめる,불러 세우다,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,oQ(`IiM1(t
夜更し,よふかし,"밤샘, 늦게까지 깨어 있음",JLPT_1 JLPT,b2@Q&QWM~Z
夜更け,よふけ,늦은 밤,JLPT_1 JLPT,EAa.IIVk2{
余程,よほど,어지간히,JLPT_1 JLPT,r:W.A5F_=m
読み上げる,よみあげる,"낭독하다, 소리 내어 읽다",JLPT_1 JLPT,c2W8@Ns@MB
～寄り,～より,~에 가까운 (예: 북진동),JLPT_1 JLPT,AF4/UYB9T5
寄り掛かる,よりかかる,빌붙다,JLPT_1 JLPT,n>&m--dPQu
世論,よろん,국론,JLPT_1 JLPT,gryKv+N</S
弱る,よわる,약해지다; 곤란해지다,JLPT_1 JLPT,K>FuuD!+>/
来場,らいじょう,"입장, 회장에 옴",JLPT_1 JLPT,o#f@&YbcYY
ライス,ライス,공깃밥,JLPT_1 JLPT,q#0OB)RX;*
酪農,らくのう,낙농,JLPT_1 JLPT,ym$h5c;ttT
落下,らっか,낙하,JLPT_1 JLPT,A7]wCr6wWL
楽観,らっかん,낙관,JLPT_1 JLPT,k~>dbLQz-7
ランプ,ランプ,램프,JLPT_1 JLPT,C!7~*Q0J*S
濫用,らんよう,"남용, 오용, 과도한 사용",JLPT_1 JLPT,CFNU<F}Co&
リード,リード,리드,JLPT_1 JLPT,f;Gy:Z95DB
理屈,りくつ,이치,JLPT_1 JLPT,"Mh,Xn3W#yG"
利子,りし,이자,JLPT_1 JLPT,AEJ.8_NM:H
利潤,りじゅん,이익,JLPT_1 JLPT,LuA(&F@>8^
理性,りせい,이성,JLPT_1 JLPT,hFk%V[}poF
利息,りそく,이자,JLPT_1 JLPT,jiW}gvaFbu
立体,りったい,입체,JLPT_1 JLPT,c$*Ro:kj?0
立方,りっぽう,"입방, 세제곱",JLPT_1 JLPT,f~_S5!(=mz
立法,りっぽう,입법,JLPT_1 JLPT,Ap&ba>BFUP
利点,りてん,이점,JLPT_1 JLPT,tXy6bul-X8
略奪,りゃくだつ,약탈,JLPT_1 JLPT,gDxp+5=#Xg
略語,りゃくご,약어,JLPT_1 JLPT,K>oKmQ]kga
流通,りゅうつう,순환,JLPT_1 JLPT,H5O$EOa.I6
領域,りょういき,영역,JLPT_1 JLPT,HiA.[31{b|
了解,りょうかい,이해,JLPT_1 JLPT,kxhJ=)Od=Q
領海,りょうかい,영해,JLPT_1 JLPT,MB@]yC;xab
両極,りょうきょく,양극,JLPT_1 JLPT,I]j83bI=8Q
良好,りょうこう,양호; 양호한,JLPT_1 JLPT,d:q8$rI;Jz
良識,りょうしき,양식,JLPT_1 JLPT,g^(nW>D*vj
良質,りょうしつ,양질,JLPT_1 JLPT,nVu=s-lEz|
了承,りょうしょう,양해,JLPT_1 JLPT,j]m*irzgE:
良心,りょうしん,양심,JLPT_1 JLPT,I#~pygL#h!
領地,りょうち,영토,JLPT_1 JLPT,y}6|eQ/0%E
領土,りょうど,영토,JLPT_1 JLPT,xYhB+8`@i2
両立,りょうりつ,양립,JLPT_1 JLPT,p7by!eTW@3
旅客,りょかく,"(교통 기관의) 승객, 여객",JLPT_1 JLPT,I8wSM=gOtR
旅券,りょけん,여권,JLPT_1 JLPT,u/udi_w#M!
履歴,りれき,이력,JLPT_1 JLPT,lgw@;Sby)x
理論,りろん,이론,JLPT_1 JLPT,Kkq/Vwo|)`
林業,りんぎょう,임업,JLPT_1 JLPT,l$qH?E<2YH
類,るい,"-류, 유례",JLPT_1 JLPT,o&+Ivn(%oO
類推,るいすい,유추,JLPT_1 JLPT,MG!~-T=}_S
類似,るいじ,유사,JLPT_1 JLPT,l=?07xJqV=
ルーズ,ルーズ,느슨한,JLPT_1 JLPT,t;l^jLhRxc
冷酷,れいこく,냉혈,JLPT_1 JLPT,Gpei)G)?`V
冷蔵,れいぞう,냉장,JLPT_1 JLPT,"IYaX-(,sbM"
冷淡,れいたん,냉담,JLPT_1 JLPT,Q5Ez[qRMa0
レース,レース,레이스,JLPT_1 JLPT,kxs-fAUJum
レギュラー,レギュラー,정규; 고정 출연자; 보통 휘발유,JLPT_1 JLPT,"f@``;g,,Yd"
レッスン,レッスン,레슨,JLPT_1 JLPT,JfvUf_?9-:
レディー,レディー,숙녀,JLPT_1 JLPT,p!9sykDKO0
レバー,レバー,지렛대; 간,JLPT_1 JLPT,Ml*IZFZKKl
恋愛,れんあい,연애,JLPT_1 JLPT,"g0Js_zq8,k"
バッテリー,バッテリー,건전지,JLPT_1 JLPT,p?ZvzxPq%b
バット,バット,"배트, 통",JLPT_1 JLPT,Q^}DTOnkl|
発病,はつびょう,발병,JLPT_1 JLPT,BvVN^85[N;
初耳,はつみみ,금시초문,JLPT_1 JLPT,DQ%JLcfuZZ
果て,はて,끝,JLPT_1 JLPT,"b57,px8J*K"
果てる,はてる,"끝닿다, 다하다",JLPT_1 JLPT,"bAff*:bf*,"
ばてる,ばてる,"지치다, 녹초가 되다",JLPT_1 JLPT,r>0SmD(F4h
パトカー,パトカー,경찰차,JLPT_1 JLPT,"EO|xx2G2G,"
甚だ,はなはだ,퍽,JLPT_1 JLPT,OQgv[Rp`!?
華々しい,はなばなしい,"화려하다, 눈부시다",JLPT_1 JLPT,v^@Rm/*uYq
花びら,はなびら,꽃잎,JLPT_1 JLPT,gVEobi&glz
華やか,はなやか,"찬란한, 아름다운, 화려한",JLPT_1 JLPT,b*1sjY=VE6
阻む,はばむ,저지하다,JLPT_1 JLPT,KW0lr0LPyk
浜,はま,지명 등에 쓰임,JLPT_1 JLPT,gaeewOTy8/
浜辺,はまべ,바닷가,JLPT_1 JLPT,AL_W(0hn&V
はまる,はまる,미치다,JLPT_1 JLPT,key3o7$aM}
早める,はやめる,빨리하다,JLPT_1 JLPT,hS]svbo-ig
腹立ち,はらだち,화,JLPT_1 JLPT,p.*AhT>Yg8
原っぱ,はらっぱ,"공터, 빈터, 평야",JLPT_1 JLPT,BF1(%i;>nB
はらはら,はらはら,아슬아슬,JLPT_1 JLPT,m<Y%mFA4zS
ばらまく,ばらまく,"퍼뜨리다, 흩뿌리다",JLPT_1 JLPT,wmN`A*3CG)
張り紙,はりがみ,벽보,JLPT_1 JLPT,BB7%DI+bc=
遥か,はるか,감감,JLPT_1 JLPT,fUD7d;W?9R
破裂,はれつ,파열,JLPT_1 JLPT,"b^2,E+JYkn"
腫れる,はれる,붓다,JLPT_1 JLPT,z8C-Q:96;k
繁栄,はんえい,번영,JLPT_1 JLPT,nH@_ep+1}j
版画,はんが,판화,JLPT_1 JLPT,sBPn!C6|$0
ハンガー,ハンガー,옷걸이,JLPT_1 JLPT,HNMn){L;p@
反感,はんかん,반감,JLPT_1 JLPT,KAT#$^~N=[
反響,はんきょう,반향,JLPT_1 JLPT,(!Sbp/Ryc
パンク,パンク,펑크,JLPT_1 JLPT,LzYO%D<&Ei
反撃,はんげき,반격,JLPT_1 JLPT,BBy/kmWv|!
判決,はんけつ,판결,JLPT_1 JLPT,K@f^#cZ5Q`
反射,はんしゃ,반사,JLPT_1 JLPT,LDqIUH^=vr
繁盛,はんじょう,번성,JLPT_1 JLPT,oD{V&C=!wS
繁殖,はんしょく,번식,JLPT_1 JLPT,Gps#@ydvak
反する,はんする,"반하다, 어그러지다",JLPT_1 JLPT,fVrr[FObH2
判定,はんてい,"판가름, 판정",JLPT_1 JLPT,l.y^yE`fLF
万人,ばんにん,만인,JLPT_1 JLPT,gTmA]f8[{J
晩年,ばんねん,"말년, 말로",JLPT_1 JLPT,DKi7Lij}b#
反応,はんのう,반응,JLPT_1 JLPT,tmAeij8aDL
万能,ばんのう,전천후,JLPT_1 JLPT,z`.g9zaN?
半端,はんぱ,병신,JLPT_1 JLPT,eK}21?Q<uQ
反発,はんぱつ,반발,JLPT_1 JLPT,rHA_.Kqp5U
反乱,はんらん,반란,JLPT_1 JLPT,"JJB,BD9|0D"
氾濫,はんらん,범람,JLPT_1 JLPT,"Im~yS%,7(E"
美,び,미,JLPT_1 JLPT,Oi9jkr_JC
ひいては,ひいては,"나아가서는, 더 나아가",JLPT_1 JLPT,jOz98=%a=I
ビールス,ビールス,바이러스,JLPT_1 JLPT,k4c<|hYsN{
控室,ひかえしつ,대기실,JLPT_1 JLPT,y&_T~x>Y8R
控える,ひかえる,죽이다,JLPT_1 JLPT,v:A0($lqMw
悲観,ひかん,비관,JLPT_1 JLPT,b5j5UZJ)]S
引き上げる,ひきあげる,"추스르다, 치키다",JLPT_1 JLPT,N^;oc:0[e;
率いる,ひきいる,거느리다,JLPT_1 JLPT,puJ9X.qkPt
引き起こす,ひきおこす,일으키다,JLPT_1 JLPT,wH2wMsnzkj
引下げる,ひきさげる,인하하다; 끌어내리다,JLPT_1 JLPT,M7FZ16-#)F
引きずる,ひきずる,"끌고 가다, 당기다, 연장하다",JLPT_1 JLPT,qTp%jki[ap
引取る,ひきとる,"퇴장하다, 물러나다",JLPT_1 JLPT,bqG=Sz>mVR
否決,ひけつ,부결,JLPT_1 JLPT,H=WQ4MO0SN
日頃,ひごろ,상시,JLPT_1 JLPT,y9J%2)~r.v
久しい,ひさしい,"오래다, 오래되다",JLPT_1 JLPT,x^qb6Ainn%
悲惨,ひさん,비참,JLPT_1 JLPT,dkkS+?oHtT
ビジネス,ビジネス,사업,JLPT JLPT_1 Genki_Ln.2 Genki_Ln.1 Genki,stJO[>w5pM
比重,ひじゅう,비중,JLPT_1 JLPT,l4}j=7jzb:
美術,びじゅつ,미술,JLPT_1 JLPT,",I91nlD38"
秘書,ひしょ,비서,JLPT_1 JLPT,HbDP7]^^wK
微笑,びしょう,미소,JLPT_1 JLPT,"y,db|5_YaV"
歪む,ひずむ,이지러지다,JLPT_1 JLPT,KT[PkhY&vP
密か,ひそか,"비밀스러운, 사적인, 은밀한",JLPT_1 JLPT,jJ5o@8/`~@
浸す,ひたす,적시다,JLPT_1 JLPT,g_KlG}!uS#
ひたすら,ひたすら,오직,JLPT_1 JLPT,r_F?uM8zZq
左利き,ひだりきき,왼손잡이,JLPT_1 JLPT,k-sYD9-/$o
引っ掻く,ひっかく,할퀴다,JLPT_1 JLPT,E.o[!3b:Nm
必修,ひっしゅう,필수,JLPT_1 JLPT,v$oSFhOWfe
びっしょり,びっしょり,흠뻑,JLPT_1 JLPT,z/^[4xCt0B
必然,ひつぜん,필연,JLPT_1 JLPT,Q)ow/ypncR
匹敵,ひってき,필적,JLPT_1 JLPT,JEil[{vK3q
一息,ひといき,한숨,JLPT_1 JLPT,E^BIFQp}ze
人影,ひとかげ,그림자,JLPT_1 JLPT,lEh{t=A?Px
人柄,ひとがら,"사람됨, 인간성",JLPT_1 JLPT,dM5AOlir)Y
人気,ひとけ,인기척,JLPT_1 JLPT,NG2)}0vQ0h
一頃,ひところ,한때,JLPT_1 JLPT,g6jcX?>0?e
人質,ひとじち,인질,JLPT_1 JLPT,zJcHfH}ajC
一筋,ひとすじ,"한 줄기; 오로지, 한결같이",JLPT_1 JLPT,Iw`AaG(p-#
人目,ひとめ,한눈; 남의 눈,JLPT_1 JLPT,I=B$#9HzY_
日取り,ひどり,날짜,JLPT_1 JLPT,"E,%=}b)+ea"
雛,ひな,새끼,JLPT_1 JLPT,x|ru;#K_h[
雛祭,ひなまつり,히나마쓰리(여자아이의 날),JLPT_1 JLPT,"ExRH,Fb)`{"
日向,ひなた,양지,JLPT_1 JLPT,"JkB,TYa,o3"
非難,ひなん,비난,JLPT_1 JLPT,Dk(|@/*v__
避難,ひなん,피난,JLPT_1 JLPT,L:}JI$`!GO
日の丸,ひのまる,일장기,JLPT_1 JLPT,t9<.]@%ayT
火花,ひばな,불꽃,JLPT_1 JLPT,um|5.IJ}3z
ひび (かべの～),ひび (かべの～),"균열, 틈, 결함",JLPT_1 JLPT,"y]|C%f,K4~"
悲鳴,ひめい,비명,JLPT_1 JLPT,"iBM$!,wWJ6"
冷やかす,ひやかす,놀리다; 구경만 하다; 식히다,JLPT_1 JLPT,g|eu{@|Ra<
日焼け,ひやけ,햇볕에 탄 피부,JLPT_1 JLPT,B*x^zGN+6l
標語,ひょうご,표어,JLPT_1 JLPT,q2-le>_XWl
描写,びょうしゃ,묘사,JLPT_1 JLPT,JFYofDRI3{
ひょっと,ひょっと,"어쩌면, 우연히",JLPT_1 JLPT,H?O[$H2[.i
びら,びら,전단,JLPT_1 JLPT,t%GemgZ-on
平たい,ひらたい,"펀펀하다, 편평하다",JLPT_1 JLPT,Gv<+$jy(Xp
びり,びり,꽁무니,JLPT_1 JLPT,"B~`,swB&=7"
比率,ひりつ,비율,JLPT_1 JLPT,r*He=~rO@q
