expression,reading,meaning,tags,guid
～冊,～さつ,~권,JLPT JLPT_5 JLPT_N5,DJ:3n{-XN%
雑誌,ざっし,"잡지, 잡지책",Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_5 JLPT_N5,gVzfIhXfBF
砂糖,さとう,설탕,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,M]8mQGX#}E
寒い,さむい,춥다,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,x@[mMxA?Z}
さ来年,さらいねん,다다음 해,JLPT JLPT_5 JLPT_N5,C4/Z2oi:V>
～さん,～さん,씨,JLPT JLPT_2 JLPT_5 JLPT_N5,i|L#.MVmNG
三,さん,"삼, 서",JLPT JLPT_5 JLPT_N5,jB}%X}YQ)P
散歩,さんぽ (する),"산보, 산책",JLPT JLPT_3 JLPT_5 JLPT_N5,C7E%FY>8|T
四,し,"사, 넷(4)",JLPT JLPT_3 JLPT_5 JLPT_N5,q%G#*K^0R+
～時,～じ,시,JLPT JLPT_1 JLPT_5 JLPT_N5,m]7PVW-h[^
塩,しお,소금,JLPT JLPT_5 JLPT_N5,mQXb>=tTk}
しかし,しかし,"하지만, 그러나",Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,g2(en9wt=#
時間,じかん,시간,Genki Genki_Ln.14 JLPT JLPT_2 JLPT_5 JLPT_N5,rl<d#jP#zf
～時間,～じかん,시간,JLPT JLPT_5 JLPT_N5,PfD-$$uDhD
仕事,しごと,"밥거리, 일감",Genki Genki_Ln.1 Genki_Ln.8 JLPT JLPT_5 JLPT_N5,BpR$XStq*~
辞書,じしょ,사전,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Ls?+XP<x!7
静か,しずか,조용한,JLPT JLPT_5 JLPT_N5,P>BDZl[pK4
下,した,아래,JLPT JLPT_3 JLPT_5 JLPT_N5,j8V7%&V*V9
七,しち,"일곱, 칠(7)",JLPT JLPT_3 JLPT_5 JLPT_N5,d9Ei.i(]l3
質問,しつもん,질문,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,hbG&tzjk([
自転車,じてんしゃ,자전거,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,cQ/jE!IBMW
自動車,じどうしゃ,자동차,JLPT JLPT_5 JLPT_N5,s>B81r@vvP
死ぬ,しぬ,죽다,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,DTv8zMSE:A
字引,じびき,사전,JLPT JLPT_5 JLPT_N5,"q(KV,tLbs@"
自分,じぶん,자신,Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,PVgO:!yY%&
閉まる,しまる,닫히다,JLPT JLPT_5 JLPT_N5,gcQz%z-FEM
閉める,しめる,닫치다,JLPT JLPT_3 JLPT_5 JLPT_N5,gf.^6?5[K1
締める,しめる,조르다,JLPT JLPT_3 JLPT_5 JLPT_N5,zslBUbe/:)
じゃ; じゃあ,じゃ; じゃあ,"그럼, 그럼",JLPT JLPT_3 JLPT_5 JLPT_N5,I*;H$6{i?j
写真,しゃしん,사진,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,uE&XA7mYm9
シャツ,シャツ,셔츠,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,ubVcrQ$8%@
シャワー,シャワー,샤워,JLPT JLPT_5 JLPT_N5,op46S^HFU7
十,じゅう,십,JLPT JLPT_3 JLPT_5 JLPT_N5,t#RE}A*?;i
～中,～じゅう,"가운데, 안, 속; 중간. 사이",JLPT JLPT_2 JLPT_5 JLPT_N5,GjJjAMMc<N
～週間,～しゅうかん,주간,JLPT JLPT_5 JLPT_N5,B5/n=cEC&j
授業,じゅぎょう,수업,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,In^9^.q{~0
宿題,しゅくだい,숙제,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,PE;OT+iIoY
上手,じょうず,"잘함, 능숙함",JLPT JLPT_5 JLPT_N5,zE7uPe$TPk
丈夫,じょうぶ,"건강함, 강건함. 견고함. 튼튼함",JLPT JLPT_5 JLPT_N5,"rzxPYrs,=L"
醤油,しょうゆ,왜간장,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,Cx=6Q3yGAf
食堂,しょくどう,식당,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,q/e+PknS.X
知る,しる,알다,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,jmoS>4h`&Q
白,しろ,하양,JLPT JLPT_3 JLPT_5 JLPT_N5,?4vV_taj)
白い,しろい,"하얗다, 희다",Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,yL-#%FMe~@
～人,～じん,사람,JLPT JLPT_5 JLPT_N5,cRB`piJTT=
新聞,しんぶん,신문,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,u)<uacY_Qa
水曜日,すいようび,수요일,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,kl%)(*`5]a
吸う,すう,"빨다, 들이마시다",JLPT JLPT_3 JLPT_5 JLPT_N5,wwi3CXCv2|
スカート,スカート,치마,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,NE$eFg+K&Y
好き,すき,좋아함,JLPT JLPT_5 JLPT_N5,B}kz{&9>=0
～すぎ,～すぎ,~이 지남; 너무 ~함,JLPT JLPT_5 JLPT_N5,D/A*oT1;-^
少ない,すくない,적다,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,O}E#|bt5>=
すぐに,すぐに,금세,JLPT JLPT_5 JLPT_N5,c+_z#9>We^
少し,すこし,"조금, 좀",Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,LEWblI/l<)
涼しい,すずしい,선선하다,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,y%0&)B2:*;
～ずつ,～ずつ,같은 분량으로 할당함: ...씩,JLPT JLPT_5 JLPT_N5,e7*dq)(1^5
ストーブ,ストーブ,난로,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,xw_f78(-:7
スプーン,スプーン,"숟가락, 밥숟가락",JLPT JLPT_5 JLPT_N5,FjQLk(n?P#
スポーツ,スポーツ,스포츠,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,F^wO!?E%?^
ズボン,ズボン,바지,JLPT JLPT_5 JLPT_N5,"FU-<z{1,6("
住む,すむ,살다,JLPT JLPT_3 JLPT_5 JLPT_N5,ym>?}%jeF+
する,する,착용하다. 차다,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,"LT|A_z,G+T"
座る,すわる,앉다,JLPT JLPT_5 JLPT_N5,dn)bcr6wXa
背,せい,"키, 신장, (비유적으로) 높이",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,xQDy{9R)S2
生徒,せいと,학생,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2wTXo?)*o
セーター,セーター,스웨터,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,NSeOhKH2D6
石鹸,せっけん,비누,JLPT JLPT_5 JLPT_N5,tY/1~r6Mz5
背広,せびろ,양복,Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,w`:i7/YHYU
狭い,せまい,"작다, 잘다",Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,yDZurM]5mn
ゼロ,ゼロ,(숫자) 영,JLPT JLPT_5 JLPT_N5,G~4~zg|xJJ
千,せん,천,JLPT JLPT_5 JLPT_N5,IvU;IZmo9!
先月,せんげつ,지난달,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,RcD!zS6[>I
先週,せんしゅう,지난주,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,EbyugR;^Rz
先生,せんせい,선생님,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,A`19t`6J6t
洗濯,せんたく,"빨래, 세탁",Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5,vQ&mbAJqN7
全部,ぜんぶ,전부,Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,MgJu@!Fk&_
そう; そうです,そう; そうです,그래; ~인 것 같다,JLPT JLPT_5 JLPT_N5,kkfDg[|_Yb
掃除,そうじ (する),"청소하다; 청소, 소제",JLPT JLPT_3 JLPT_5 JLPT_N5,LKKhbs9g8/
そうして; そして,そうして; そして,"그리고, 그렇게 해서",JLPT JLPT_5 JLPT_N5,C/Lx0#`!+J
そこ,そこ,"거, 거기",Genki Genki_Ln.4 JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,v56KFY.>v@
そちら,そちら,"거, 거기",JLPT JLPT_5 JLPT_N5,xbjis~A;+*
そっち,そっち,"고쪽, 그쪽",JLPT JLPT_5 JLPT_N5,#PXdxM^5L
外,そと,바깥,Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,AFB3>g85F]
その,その,그,JLPT JLPT_3 JLPT_5 JLPT_N5,C2OIF=[)E_
そば,そば,메밀국수,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,M)]t*`<F@c
空,そら,하늘,JLPT JLPT_5 JLPT_N5,D.6b;1{88^
それ,それ,거기,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,t%n)3@@XX+
それから,それから,"그리고, 그러고 나서",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,sV(hn]KLzr
それでは,それでは,그럼,JLPT JLPT_5 JLPT_N5,"v[]T|jw&,["
～台,～だい,대,JLPT JLPT_5 JLPT_N5,ztM0ejgNN~
大学,だいがく,대학교,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,kHyc<WfmUQ
大使館,たいしかん,대사관,JLPT JLPT_5 JLPT_N5,"n?Lz{tQ,#T"
大丈夫,だいじょうぶ,걱정이 없는 모양; 훌륭한 남성,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,nEIlSJfx#r
大好き,だいすき,많이/매우좋아하다; 많이/매우좋아함,JLPT JLPT_5 JLPT_N5,"AZ,CM~A,0E"
大切,たいせつ,"소중하다, 중요하다",JLPT JLPT_5 JLPT_N5,tu70?MYeL5
台所,だいどころ,부엌,JLPT JLPT_5 JLPT_N5,bbB25MOf:$
大変,たいへん,매우,JLPT JLPT_3 JLPT_5 JLPT_N5,NIbD<|-[1y
高い,たかい,높다,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,veG&GbRNS(
～だけ,～だけ,뿐,JLPT JLPT_1 JLPT_5 JLPT_N5,Lcbr*3r3b5
沢山,たくさん,많이,JLPT JLPT_5 JLPT_N5,v7m[:9zL*Y
タクシー,タクシー,택시,JLPT JLPT_5 JLPT_N5,k8!n/<-@<9
出す,だす,꺼내다,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,bt0(EU(<V_
～たち,～たち,~들,JLPT JLPT_5 JLPT_N5,Opbd!87m@p
立つ,たつ,서다,Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,z+IsiLqO4K
たて,たて,"세로, 높이",JLPT JLPT_3 JLPT_5 JLPT_N5,L8wVt#MfRS
建物,たてもの,건물,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mty2M&KETp
楽しい,たのしい,즐겁다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,eD~FeZpJXC
頼む,たのむ,청하다,Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,zjk+2%xAp%
たばこ,たばこ,담배,JLPT JLPT_5 JLPT_N5,y<?W4xcfCN
多分,たぶん,아마도,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,pNDK+)ARo
食べ物,たべもの,음식,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ODKLC3jdI>
食べる,たべる,잡아먹다,JLPT JLPT_5 JLPT_N5,c.+pIV(7xY
卵,たまご,"계란, 알",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,c|(S)f_).K
誰,だれ,누구,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,gDqm6J+#/O
誰か,だれか,누구,JLPT JLPT_3 JLPT_5 JLPT_N5,K{JPl*mB/&
誕生日,たんじょうび,생일,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,HV8#h@HniT
段々,だんだん,더욱더욱,JLPT JLPT_5 JLPT_N5,O8dRR}CL>
小さい,ちいさい,작다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,LNu9:vy!G1
小さな,ちいさな,작다,JLPT JLPT_5 JLPT_N5,lc*~Cd~D@4
近い,ちかい,가깝다,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"ttC.1]n,0|"
違う,ちがう,다르다,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,N2Hj9)qK/l
近く,ちかく,근처,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,y)Y*_^+)&<
地下鉄,ちかてつ,지하철,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,MEsyrZ*cPc
地図,ちず,지도,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,dhY*~Tx!fs
父,ちち,아버지,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,QKI#T(oT`t
茶色,ちゃいろ,갈색,JLPT JLPT_5 JLPT_N5,h<Se0W>cwB
茶碗,ちゃわん,밥그릇,JLPT JLPT_5 JLPT_N5,p6c8>jnMm!
～中,～ちゅう,중,JLPT JLPT_5 JLPT_N5,J]E)zcwU%w
丁度,ちょうど,똑,JLPT JLPT_5 JLPT_N5,K@fxH}$AC8
ちょっと,ちょっと,"살짝, 슬쩍",Genki Genki_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,j)OcO!#[%u
一日,ついたち,일일(1일); 하루,JLPT JLPT_5 JLPT_N5,qK&D4iveg
使う,つかう,사용하다,JLPT JLPT_5 JLPT_N5,B(Ve/L8[z5
疲れる,つかれる,피곤하다,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Oil7l6nt$n
次,つぎ,다음,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,IPls}w5_e-
着く,つく,도착하다,JLPT JLPT_3 JLPT_5 JLPT_N5,hc-pfPX>PQ
机,つくえ,책상,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,G!9kEn9Y>c
作る,つくる,만들다,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,dlanfH_M#M
つける,つける,가져다 대다,JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,o}z*=/A8o~
勤める,つとめる,몸담다,JLPT JLPT_5 JLPT_N5,xKU$$gsQPF
つまらない,つまらない,"맹맹하다, 우습다",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,HL~a;+T`kY
冷たい,つめたい,"푸르다, 냉정하다",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,v8vDEW[6Rh
強い,つよい,"강하다, 세다",Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_5 JLPT_N5,d[wde~o@q(
手,て,손,JLPT JLPT_5 JLPT_N5,CAHcCP96BY
テープ,テープ,테이프,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,"H|,pBh(;BD"
テープレコーダー,テープレコーダー,녹음기,JLPT JLPT_5 JLPT_N5,izd^3[1~Pe
テーブル,テーブル,테이블,JLPT JLPT_5 JLPT_N5,n-.M5OZr5!
出かける,でかける,외출하다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Fx}b2N2gun
手紙,てがみ,편지,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,M#PC#!OTka
できる,できる,"~할 수 있다, 가능하다",JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,vB~NGv+*>H
出口,でぐち,출구,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,sv__368x5>
テスト,テスト,테스트,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Lhy<!{J6SG
では,では,그럼,JLPT JLPT_3 JLPT_5 JLPT_N5,NY{|SsdlKz
デパート,デパート,백화점,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,rd.b%pP~B0
でも,でも,그런데,JLPT JLPT_3 JLPT_5 JLPT_N5,izQ~3T7Pp}
出る,でる,떠나다,JLPT JLPT_5 JLPT_N5,A23ctPX1n^
テレビ,テレビ,"텔레비전, TV",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,pQXZQB+G|d
天気,てんき,날씨,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,vm1l+4c[9
電気,でんき,전깃불,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,HsW5jIb;SC
電車,でんしゃ,전동차,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,e?+NxLTOv
電話,でんわ,전화,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"Q,geq&8^pJ"
戸,と,"문, 문짝",JLPT JLPT_5 JLPT_N5,o.K?EMap~;
～度,～ど,"정도, 도",JLPT JLPT_1 JLPT_5 JLPT_N5,K9|0UgYaJ_
ドア,ドア,"문, 방문",JLPT JLPT_5 JLPT_N5,l[rk}4@PVD
トイレ,トイレ,화장실,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,hv_ThfFsjj
どう,どう,어이,JLPT JLPT_5 JLPT_N5,FZt/a?Mnu^
どうして,どうして,어찌,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s<(2V@f6ff
どうぞ,どうぞ,부디,JLPT JLPT_5 JLPT_N5,CXiSJodxs@
動物,どうぶつ,동물,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,Q~mPY;2upw
どうも,どうも,어쩐지,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,"Maz]_B`w,4"
十,(〜を) とお,"열, 십(10)",Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,BjWdBTc)9!
遠い,とおい,멀다,Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,Jl9yYXnyJ<
十日,とおか,열흘,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,g[CNT&GA2[
～時,～とき,시간,JLPT JLPT_3 JLPT_5 JLPT_N5,bGLp[lZC.;
時々,ときどき,가끔가다,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s+W64X?THZ
時計,とけい,시계,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,u/fL<ne:Cb
どこ,どこ,어디,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,h_Fa6?Ps@9
所,ところ,처소,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,J`^6YmuA-0
年,とし,나이,JLPT JLPT_3 JLPT_5 JLPT_N5,N=hcG9wG3;
図書館,としょかん,도서관,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,mp0X0~7Y`^
どちら,どちら,어느 쪽,Genki Genki_Ln.10 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,pW(ud@AhIx
どっち,どっち,어느 쪽,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,"PxI,t`JQ.N"
とても,とても,매우,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,t]2-1h#)V/
どなた,どなた,어느 분,JLPT JLPT_5 JLPT_N5,Ll)TbcW$yb
隣,となり,옆집,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,GigT2yQ[2E
どの,どの,어느,JLPT JLPT_5 JLPT_N5,H+g1ci<Mvc
飛ぶ,とぶ,날다,JLPT JLPT_5 JLPT_N5,wLF5gUV](>
止まる,とまる,서다,JLPT JLPT_5 JLPT_N5,Q+OrrzleWd
友達,ともだち,친구,Genki Genki_Ln.1 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,E)w$/p&I#O
土曜日,どようび,토요일,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,Q%+.*M.E9m
鳥,とり,새,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,lc>;F##&%m
鶏肉,とりにく,닭고기,JLPT JLPT_5 JLPT_N5,dL<c9&FvJF
取る,とる,먹다,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,bLpD3ABv2g
撮る,とる,박다,JLPT JLPT_5 JLPT_N5,w7O/i=vkEI
どれ,どれ,어느,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,icGG-;4x}M
どんな,どんな,어떤,JLPT JLPT_3 JLPT_5 JLPT_N5,PZ~[>!hd8m
ない,ない,없다,JLPT JLPT_5 JLPT_N5,I08@<2+DPk
ナイフ,ナイフ,칼,JLPT JLPT_5 JLPT_N5,domhg)5M&Q
中,なか,속,JLPT JLPT_3 JLPT_5 JLPT_N5,rVjcK=lE15
長い,ながい,길다,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_2 JLPT_5 JLPT_N5,EHO`14{d-(
鳴く,なく,울다,JLPT JLPT_5 JLPT_N5,"ivpv*G,Zm%"
無くす,なくす,잃어버리다,JLPT JLPT_3 JLPT_5 JLPT_N5,dteDI+R~`W
なぜ,なぜ,왜,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,Cvs*YiG5BD
夏,なつ,여름,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"P,[b8Eh|6R"
夏休み,なつやすみ,여름휴가,JLPT JLPT_5 JLPT_N5,D=cA)b0@~(
～など,～など,-까짓,JLPT JLPT_3 JLPT_5 JLPT_N5,"e(]O3py,;2"
七つ,ななつ,일곱,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,G25u:w`9Xu
何,なん; なに,무엇((일정하지 않은 것을 가리키는 대명사)),Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,g<hW@mElnM
七日,なのか,이레,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,I|+G2AT>J]
名前,なまえ,이름,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,e6o_CEx8)b
習う,ならう,배우다,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,iV+xor)WZT
並ぶ,ならぶ,"서다, 늘어서다",Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,nIHPO#>_}+
並べる,ならべる,"늘어놓다, 세우다",Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,n!B94UfoT6
なる,なる,되다,Genki Genki_Ln.10 JLPT JLPT_3 JLPT_5 JLPT_N5,ukKTUxR2lk
何～,なん～,무엇((일정하지 않은 것을 가리키는 대명사)),JLPT JLPT_5 JLPT_N5,C!@pB0L*^>
二,に,"두, 이",JLPT JLPT_5 JLPT_N5,uzD!:&B)8|
にぎやか,にぎやか,"번화하다, 활기차다",JLPT JLPT_5 JLPT_N5,cIb<bg#^)L
肉,にく,고기,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go(gh2eIxK
西,にし,서쪽,JLPT JLPT_5 JLPT_N5,D!YA^58RBg
～日,～にち,"날, 하루; 일본의 약어",JLPT JLPT_5 JLPT_N5,DbJ@Azg05L
日曜日,にちようび,일요일,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,XSi31p{-G
荷物,にもつ,짐,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,MH72iI!<]q
ニュース,ニュース,뉴스,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,"iHtE.]1*,&"
庭,にわ,마당,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,f&>q3YTU?H
～人,～にん,인,JLPT JLPT_5 JLPT_N5,FNnJ8yNPin
脱ぐ,ぬぐ,벗다,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,cM_g)oAQIs
温い,ぬるい,미적지근하다,JLPT JLPT_3 JLPT_5 JLPT_N5,"gfQAF/k(q,"
ネクタイ,ネクタイ,넥타이,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,AQO{m&veen
猫,ねこ,고양이,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,x^.ijbc4Mz
寝る,ねる,잠자다,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,PAI>}YTMT!
～年,～ねん,년,JLPT JLPT_5 JLPT_N5,"gYAXz}z6O,"
ノート,ノート,노트,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go~p$PSFcm
登る,のぼる,올라타다,JLPT JLPT_3 JLPT_5 JLPT_N5,unM=ha?S3d
飲み物,のみもの,"음료, 음료수",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,"k?X,84{EZ8"
飲む,のむ,마시다,JLPT JLPT_5 JLPT_N5,C;cf;f4#r6
乗る,のる,타다,JLPT JLPT_3 JLPT_5 JLPT_N5,J~ykS_Bo0m
歯,は,"치아, 살",Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,J1;2F+tdr`
パーティー,パーティー,파티,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O}o_r|!syk
はい,はい,네,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,Q.;:Q&Nmh}
～杯,～はい,잔(컵에 든 것을 세는 단위),JLPT JLPT_5 JLPT_N5,JTOz#Az0jW
灰皿,はいざら,재떨이,JLPT JLPT_5 JLPT_N5,mAdBNp<Jp$
入る,はいる,들어가다,JLPT JLPT_5 JLPT_N5,zZFQIc).TB
葉書,はがき,엽서,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,jer83m7P=.
はく,はく,토하다,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,oRjJ`o{id)
箱,はこ,상자,JLPT JLPT_5 JLPT_N5,D@BX&%Fydt
